class,precision,recall,f1,support
dragon_roll,0.45517241379310347,0.2986425339366516,0.36065573770491804,221
underhand_right,0.3579418344519016,0.43478260869565216,0.39263803680981596,368
underhand_left,0.0,0.0,0.0,18
overhand_left,0.47156153050672184,0.7562189054726368,0.5808917197452229,603
overhand_right,0.0,0.0,0.0,57
sneak_underhand_left,1.0,0.23076923076923078,0.375,26
sneak_underhand_right,0.6666666666666666,0.35714285714285715,0.46511627906976744,56
sneak_overhand_left,0.6075949367088608,0.4948453608247423,0.5454545454545454,97
sneak_overhand_right,1.0,0.11764705882352941,0.21052631578947367,17
clockwise,0.3939393939393939,0.18309859154929578,0.25,142
counter_clockwise,0.3935483870967742,0.26991150442477874,0.32020997375328086,226
sneak_underhand,0.0,0.0,0.0,31
unknown,0.4716981132075472,0.2358490566037736,0.31446540880503143,106
