class,precision,recall,f1,support
dragon_roll,0.8333333333333334,0.9154929577464789,0.87248322147651,71
underhand_right,0.7083333333333334,0.6296296296296297,0.6666666666666666,81
underhand_left,0.85,1.0,0.918918918918919,17
overhand_left,0.7621951219512195,0.8741258741258742,0.8143322475570033,143
overhand_right,0.9655172413793104,0.8,0.875,35
sneak_underhand_left,0.8333333333333334,0.6666666666666666,0.7407407407407407,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,1.0,0.6923076923076923,0.8181818181818182,26
sneak_overhand_right,1.0,0.6666666666666666,0.8,6
clockwise,0.9411764705882353,0.8421052631578947,0.8888888888888888,38
counter_clockwise,0.8947368421052632,0.8793103448275862,0.8869565217391304,58
idle,0.76,0.8636363636363636,0.8085106382978723,22
