class,precision,recall,f1,support
dragon_roll,0.8059701492537313,0.7605633802816901,0.782608695652174,71
underhand_right,0.6477272727272727,0.7037037037037037,0.6745562130177515,81
underhand_left,0.8823529411764706,0.8823529411764706,0.8823529411764706,17
overhand_left,0.7358490566037735,0.8181818181818182,0.7748344370860927,143
overhand_right,0.9375,0.8571428571428571,0.8955223880597015,35
sneak_underhand_left,0.8888888888888888,0.5333333333333333,0.6666666666666666,15
sneak_underhand_right,1.0,0.8125,0.896551724137931,16
sneak_overhand_left,0.8947368421052632,0.6538461538461539,0.7555555555555555,26
sneak_overhand_right,0.75,0.5,0.6,6
clockwise,0.7837837837837838,0.7631578947368421,0.7733333333333333,38
counter_clockwise,0.8771929824561403,0.8620689655172413,0.8695652173913043,58
idle,0.7307692307692307,0.8636363636363636,0.7916666666666666,22
