class,precision,recall,f1,support
dragon_roll,0.7901234567901234,0.9014084507042254,0.8421052631578947,71
underhand_right,0.78125,0.6172839506172839,0.6896551724137931,81
underhand_left,0.8947368421052632,1.0,0.9444444444444444,17
overhand_left,0.7757575757575758,0.8951048951048951,0.8311688311688312,143
overhand_right,0.9354838709677419,0.8285714285714286,0.8787878787878788,35
sneak_underhand_left,0.7857142857142857,0.7333333333333333,0.7586206896551724,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.9473684210526315,0.6923076923076923,0.8,26
sneak_overhand_right,1.0,0.8333333333333334,0.9090909090909091,6
clockwise,0.8888888888888888,0.8421052631578947,0.8648648648648649,38
counter_clockwise,0.9444444444444444,0.8793103448275862,0.9107142857142857,58
idle,0.76,0.8636363636363636,0.8085106382978723,22
