class,precision,recall,f1,support
dragon_roll,0.8243243243243243,0.8591549295774648,0.8413793103448276,71
underhand_right,0.7538461538461538,0.6049382716049383,0.6712328767123288,81
underhand_left,0.8888888888888888,0.9411764705882353,0.9142857142857143,17
overhand_left,0.7413793103448276,0.9020979020979021,0.8138801261829653,143
overhand_right,0.9090909090909091,0.8571428571428571,0.8823529411764706,35
sneak_underhand_left,0.8333333333333334,0.6666666666666666,0.7407407407407407,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.9444444444444444,0.6538461538461539,0.7727272727272727,26
sneak_overhand_right,1.0,0.6666666666666666,0.8,6
clockwise,0.9142857142857143,0.8421052631578947,0.8767123287671232,38
counter_clockwise,0.9444444444444444,0.8793103448275862,0.9107142857142857,58
idle,0.7307692307692307,0.8636363636363636,0.7916666666666666,22
