session_id,t_mid_s,label,label_idx
20260315_150630_experimental_jo,1.2400368,unknown,11
20260315_150630_experimental_jo,1.6800576,unknown,11
20260315_150630_experimental_jo,2.1600854,unknown,11
20260315_150630_experimental_jo,2.7401085,unknown,11
20260315_150630_experimental_jo,3.4301188,unknown,11
20260315_150630_experimental_jo,4.130143,unknown,11
20260315_150630_experimental_jo,4.7001395,unknown,11
20260315_150630_experimental_jo,5.560192,unknown,11
20260315_150630_experimental_jo,5.880233,unknown,11
20260315_150630_experimental_jo,6.3002186,unknown,11
20260315_150630_experimental_jo,7.050244,unknown,11
20260315_150630_experimental_jo,7.870273,unknown,11
20260315_150630_experimental_jo,8.6903,unknown,11
20260315_150630_experimental_jo,10.1004,unknown,11
20260315_150630_experimental_jo,10.550365,unknown,11
20260315_150630_experimental_jo,11.28039,unknown,11
20260315_150630_experimental_jo,11.900471,unknown,11
20260315_150630_experimental_jo,12.220363,unknown,11
20260315_150630_experimental_jo,12.960448,unknown,11
20260315_150630_experimental_jo,13.470467,unknown,11
20260315_150630_experimental_jo,14.350497,unknown,11
20260315_150630_experimental_jo,14.950518,overhand_right,4
20260315_150630_experimental_jo,15.620541,clockwise,9
20260315_150630_experimental_jo,16.480572,sneak_underhand_left,5
20260315_150630_experimental_jo,17.130592,overhand_left,3
20260315_150630_experimental_jo,17.800705,counter_clockwise,10
20260315_150630_experimental_jo,18.320635,overhand_right,4
20260315_150630_experimental_jo,19.120567,underhand_right,1
20260315_150630_experimental_jo,19.580774,overhand_left,3
20260315_150630_experimental_jo,19.980593,counter_clockwise,10
20260315_150630_experimental_jo,20.620815,counter_clockwise,10
20260315_150630_experimental_jo,21.08073,overhand_right,4
20260315_150630_experimental_jo,21.90065,clockwise,9
20260315_150630_experimental_jo,22.360886,dragon_roll,0
20260315_150630_experimental_jo,22.79079,dragon_roll,0
20260315_150630_experimental_jo,23.620817,dragon_roll,0
20260315_150630_experimental_jo,24.290842,dragon_roll,0
20260315_150630_experimental_jo,25.170872,dragon_roll,0
20260315_150630_experimental_jo,25.830894,dragon_roll,0
20260315_150630_experimental_jo,26.430916,dragon_roll,0
20260315_150630_experimental_jo,27.530954,counter_clockwise,10
