class,precision,recall,f1,support
dragon_roll,0.8227848101265823,0.9154929577464789,0.8666666666666667,71
underhand_right,0.7352941176470589,0.6172839506172839,0.6711409395973155,81
underhand_left,0.85,1.0,0.918918918918919,17
overhand_left,0.7454545454545455,0.8601398601398601,0.7987012987012987,143
overhand_right,0.9666666666666667,0.8285714285714286,0.8923076923076924,35
sneak_underhand_left,0.9090909090909091,0.6666666666666666,0.7692307692307693,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.9473684210526315,0.6923076923076923,0.8,26
sneak_overhand_right,1.0,0.6666666666666666,0.8,6
clockwise,0.8918918918918919,0.868421052631579,0.88,38
counter_clockwise,0.8909090909090909,0.8448275862068966,0.8672566371681416,58
idle,0.76,0.8636363636363636,0.8085106382978723,22
