class,precision,recall,f1,support
dragon_roll,0.8205128205128205,0.9014084507042254,0.8590604026845637,71
underhand_right,0.7846153846153846,0.6296296296296297,0.6986301369863014,81
underhand_left,0.85,1.0,0.918918918918919,17
overhand_left,0.7619047619047619,0.8951048951048951,0.8231511254019293,143
overhand_right,0.9666666666666667,0.8285714285714286,0.8923076923076924,35
sneak_underhand_left,0.7857142857142857,0.7333333333333333,0.7586206896551724,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.9444444444444444,0.6538461538461539,0.7727272727272727,26
sneak_overhand_right,1.0,0.6666666666666666,0.8,6
clockwise,0.918918918918919,0.8947368421052632,0.9066666666666666,38
counter_clockwise,0.9433962264150944,0.8620689655172413,0.9009009009009009,58
idle,0.7307692307692307,0.8636363636363636,0.7916666666666666,22
