class,precision,recall,f1,support
dragon_roll,0.8311688311688312,0.9014084507042254,0.8648648648648649,71
underhand_right,0.6944444444444444,0.6172839506172839,0.6535947712418301,81
underhand_left,0.8888888888888888,0.9411764705882353,0.9142857142857143,17
overhand_left,0.7639751552795031,0.8601398601398601,0.8092105263157895,143
overhand_right,0.9666666666666667,0.8285714285714286,0.8923076923076924,35
sneak_underhand_left,0.8333333333333334,0.6666666666666666,0.7407407407407407,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.9444444444444444,0.6538461538461539,0.7727272727272727,26
sneak_overhand_right,0.8,0.6666666666666666,0.7272727272727273,6
clockwise,0.8421052631578947,0.8421052631578947,0.8421052631578947,38
counter_clockwise,0.875,0.8448275862068966,0.8596491228070176,58
idle,0.7692307692307693,0.9090909090909091,0.8333333333333334,22
