class,precision,recall,f1,support
dragon_roll,0.8205128205128205,0.9014084507042254,0.8590604026845637,71
underhand_right,0.7142857142857143,0.6172839506172839,0.6622516556291391,81
underhand_left,0.8421052631578947,0.9411764705882353,0.8888888888888888,17
overhand_left,0.7547169811320755,0.8391608391608392,0.7947019867549668,143
overhand_right,0.9354838709677419,0.8285714285714286,0.8787878787878788,35
sneak_underhand_left,0.8181818181818182,0.6,0.6923076923076923,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.9411764705882353,0.6153846153846154,0.7441860465116279,26
sneak_overhand_right,1.0,0.6666666666666666,0.8,6
clockwise,0.825,0.868421052631579,0.8461538461538461,38
counter_clockwise,0.8620689655172413,0.8620689655172413,0.8620689655172413,58
idle,0.7307692307692307,0.8636363636363636,0.7916666666666666,22
