class,precision,recall,f1,support
dragon_roll,0.8243243243243243,0.8591549295774648,0.8413793103448276,71
underhand_right,0.7777777777777778,0.6049382716049383,0.6805555555555556,81
underhand_left,0.8947368421052632,1.0,0.9444444444444444,17
overhand_left,0.7386363636363636,0.9090909090909091,0.8150470219435737,143
overhand_right,0.9375,0.8571428571428571,0.8955223880597015,35
sneak_underhand_left,0.7692307692307693,0.6666666666666666,0.7142857142857143,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.9444444444444444,0.6538461538461539,0.7727272727272727,26
sneak_overhand_right,1.0,0.6666666666666666,0.8,6
clockwise,0.9142857142857143,0.8421052631578947,0.8767123287671232,38
counter_clockwise,0.9622641509433962,0.8793103448275862,0.918918918918919,58
idle,0.7307692307692307,0.8636363636363636,0.7916666666666666,22
