class,precision,recall,f1,support
dragon_roll,0.8125,0.9154929577464789,0.8609271523178808,71
underhand_right,0.7692307692307693,0.6172839506172839,0.684931506849315,81
underhand_left,0.8947368421052632,1.0,0.9444444444444444,17
overhand_left,0.7678571428571429,0.9020979020979021,0.8295819935691319,143
overhand_right,0.9666666666666667,0.8285714285714286,0.8923076923076924,35
sneak_underhand_left,0.7857142857142857,0.7333333333333333,0.7586206896551724,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.9444444444444444,0.6538461538461539,0.7727272727272727,26
sneak_overhand_right,1.0,0.6666666666666666,0.8,6
clockwise,0.8918918918918919,0.868421052631579,0.88,38
counter_clockwise,0.9615384615384616,0.8620689655172413,0.9090909090909091,58
idle,0.7307692307692307,0.8636363636363636,0.7916666666666666,22
