class,precision,recall,f1,support
dragon_roll,0.8026315789473685,0.8591549295774648,0.8299319727891157,71
underhand_right,0.7777777777777778,0.6049382716049383,0.6805555555555556,81
underhand_left,0.8421052631578947,0.9411764705882353,0.8888888888888888,17
overhand_left,0.7529411764705882,0.8951048951048951,0.8178913738019169,143
overhand_right,0.9117647058823529,0.8857142857142857,0.8985507246376812,35
sneak_underhand_left,0.8333333333333334,0.6666666666666666,0.7407407407407407,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.9444444444444444,0.6538461538461539,0.7727272727272727,26
sneak_overhand_right,1.0,0.8333333333333334,0.9090909090909091,6
clockwise,0.8888888888888888,0.8421052631578947,0.8648648648648649,38
counter_clockwise,0.9444444444444444,0.8793103448275862,0.9107142857142857,58
idle,0.7307692307692307,0.8636363636363636,0.7916666666666666,22
