class,precision,recall,f1,support
dragon_roll,0.7974683544303798,0.8873239436619719,0.84,71
underhand_right,0.746268656716418,0.6172839506172839,0.6756756756756757,81
underhand_left,0.85,1.0,0.918918918918919,17
overhand_left,0.7654320987654321,0.8671328671328671,0.8131147540983606,143
overhand_right,0.9666666666666667,0.8285714285714286,0.8923076923076924,35
sneak_underhand_left,0.7857142857142857,0.7333333333333333,0.7586206896551724,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.9444444444444444,0.6538461538461539,0.7727272727272727,26
sneak_overhand_right,1.0,0.6666666666666666,0.8,6
clockwise,0.8717948717948718,0.8947368421052632,0.8831168831168831,38
counter_clockwise,0.9259259259259259,0.8620689655172413,0.8928571428571429,58
idle,0.7307692307692307,0.8636363636363636,0.7916666666666666,22
