class,precision,recall,f1,support
dragon_roll,0.8125,0.9154929577464789,0.8609271523178808,71
underhand_right,0.7611940298507462,0.6296296296296297,0.6891891891891891,81
underhand_left,0.85,1.0,0.918918918918919,17
overhand_left,0.775,0.8671328671328671,0.8184818481848185,143
overhand_right,0.9666666666666667,0.8285714285714286,0.8923076923076924,35
sneak_underhand_left,0.7692307692307693,0.6666666666666666,0.7142857142857143,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.9473684210526315,0.6923076923076923,0.8,26
sneak_overhand_right,1.0,0.6666666666666666,0.8,6
clockwise,0.8461538461538461,0.868421052631579,0.8571428571428571,38
counter_clockwise,0.9107142857142857,0.8793103448275862,0.8947368421052632,58
idle,0.76,0.8636363636363636,0.8085106382978723,22
