class,precision,recall,f1,support
dragon_roll,0.8289473684210527,0.8873239436619719,0.8571428571428571,71
underhand_right,0.7464788732394366,0.654320987654321,0.6973684210526315,81
underhand_left,0.8947368421052632,1.0,0.9444444444444444,17
overhand_left,0.7818181818181819,0.9020979020979021,0.8376623376623377,143
overhand_right,0.9666666666666667,0.8285714285714286,0.8923076923076924,35
sneak_underhand_left,0.8333333333333334,0.6666666666666666,0.7407407407407407,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.9473684210526315,0.6923076923076923,0.8,26
sneak_overhand_right,1.0,0.6666666666666666,0.8,6
clockwise,0.8947368421052632,0.8947368421052632,0.8947368421052632,38
counter_clockwise,0.9433962264150944,0.8620689655172413,0.9009009009009009,58
idle,0.7307692307692307,0.8636363636363636,0.7916666666666666,22
