class,precision,recall,f1,support
dragon_roll,0.8289473684210527,0.8873239436619719,0.8571428571428571,71
underhand_right,0.7169811320754716,0.4691358024691358,0.5671641791044776,81
underhand_left,0.6538461538461539,1.0,0.7906976744186046,17
overhand_left,0.8153846153846154,0.7412587412587412,0.7765567765567766,143
overhand_right,0.8378378378378378,0.8857142857142857,0.8611111111111112,35
sneak_underhand_left,0.6,0.6,0.6,15
sneak_underhand_right,0.8333333333333334,0.9375,0.8823529411764706,16
sneak_overhand_left,0.7692307692307693,0.7692307692307693,0.7692307692307693,26
sneak_overhand_right,0.8571428571428571,1.0,0.9230769230769231,6
clockwise,0.6274509803921569,0.8421052631578947,0.7191011235955056,38
counter_clockwise,0.8888888888888888,0.8275862068965517,0.8571428571428571,58
idle,0.6285714285714286,1.0,0.7719298245614035,22
