class,precision,recall,f1,support
dragon_roll,0.8181818181818182,0.8873239436619719,0.8513513513513513,71
underhand_right,0.7746478873239436,0.6790123456790124,0.7236842105263158,81
underhand_left,0.85,1.0,0.918918918918919,17
overhand_left,0.7901234567901234,0.8951048951048951,0.839344262295082,143
overhand_right,0.9354838709677419,0.8285714285714286,0.8787878787878788,35
sneak_underhand_left,0.8461538461538461,0.7333333333333333,0.7857142857142857,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,0.95,0.7307692307692307,0.8260869565217391,26
sneak_overhand_right,1.0,0.6666666666666666,0.8,6
clockwise,0.9444444444444444,0.8947368421052632,0.918918918918919,38
counter_clockwise,0.9433962264150944,0.8620689655172413,0.9009009009009009,58
idle,0.7307692307692307,0.8636363636363636,0.7916666666666666,22
