class,precision,recall,f1,support
dragon_roll,0.8125,0.9154929577464789,0.8609271523178808,71
underhand_right,0.7536231884057971,0.6419753086419753,0.6933333333333334,81
underhand_left,0.8947368421052632,1.0,0.9444444444444444,17
overhand_left,0.7804878048780488,0.8951048951048951,0.8338762214983714,143
overhand_right,0.9666666666666667,0.8285714285714286,0.8923076923076924,35
sneak_underhand_left,0.7692307692307693,0.6666666666666666,0.7142857142857143,15
sneak_underhand_right,1.0,0.9375,0.967741935483871,16
sneak_overhand_left,1.0,0.6538461538461539,0.7906976744186046,26
sneak_overhand_right,1.0,0.6666666666666666,0.8,6
clockwise,0.8918918918918919,0.868421052631579,0.88,38
counter_clockwise,0.9433962264150944,0.8620689655172413,0.9009009009009009,58
idle,0.7407407407407407,0.9090909090909091,0.8163265306122449,22
